u,v,key,osmid,name,highway,oneway,length,lanes,ref,maxspeed,geometry
5060938387,5060938957,0,521609570,West Mulberry Street,residential,False,19.263,,,,"LINESTRING (-97.1432959 33.2136008, -97.1435 33.21363)"
5060938389,8594052004,0,942213967,West Sycamore Street,unclassified,False,18.831,,,,"LINESTRING (-97.1424696 33.2125998, -97.142672 33.2126018)"
5060938389,5060938412,0,942213967,West Sycamore Street,unclassified,False,23.231,,,,"LINESTRING (-97.1424696 33.2125998, -97.1422199 33.2125974)"
5060938391,2657814583,0,942213967,West Sycamore Street,unclassified,False,6.308,,,,"LINESTRING (-97.142936 33.2126043, -97.1430038 33.2126049)"
5060938391,5060938399,0,942213967,West Sycamore Street,unclassified,False,5.74,,,,"LINESTRING (-97.142936 33.2126043, -97.1428743 33.2126037)"
5060938392,8594052002,0,256877974,West Chestnut Street,residential,False,38.405,,,,"LINESTRING (-97.1429883 33.2112485, -97.1425755 33.2112459)"
5060938392,5060938966,0,256877974,West Chestnut Street,residential,False,6.943,,,,"LINESTRING (-97.1429883 33.2112485, -97.1430614 33.2112611)"
5060938399,5060938391,0,942213967,West Sycamore Street,unclassified,False,5.74,,,,"LINESTRING (-97.1428743 33.2126037, -97.142936 33.2126043)"
5060938399,81989186,0,942213967,West Sycamore Street,unclassified,False,6.913,,,,"LINESTRING (-97.1428743 33.2126037, -97.1428 33.212603)"
5060938402,5060888358,0,9972812,West Mulberry Street,residential,True,40.432,,,,"LINESTRING (-97.1456183 33.2136457, -97.1460529 33.2136485)"
5060938408,5060938963,0,256877974,West Chestnut Street,residential,False,6.992,,,,"LINESTRING (-97.1434255 33.2114706, -97.1433638 33.2114347)"
5060938408,5060938921,0,256877974,West Chestnut Street,residential,False,6.473,,,,"LINESTRING (-97.1434255 33.2114706, -97.1434872 33.2114975)"
5060938412,5060938389,0,942213967,West Sycamore Street,unclassified,False,23.231,,,,"LINESTRING (-97.1422199 33.2125974, -97.1424696 33.2125998)"
5060938412,2973895936,0,942213967,West Sycamore Street,unclassified,False,4.745,,,,"LINESTRING (-97.1422199 33.2125974, -97.1421689 33.212597)"
5060938417,5060938966,0,256877974,West Chestnut Street,residential,False,8.252,,,,"LINESTRING (-97.1431385 33.2112978, -97.1430614 33.2112611)"
5060938417,5060938370,0,256877974,West Chestnut Street,residential,False,3.89,,,,"LINESTRING (-97.1431385 33.2112978, -97.1431723 33.2113184)"
5060938921,5060938408,0,256877974,West Chestnut Street,residential,False,6.473,,,,"LINESTRING (-97.1434872 33.2114975, -97.1434255 33.2114706)"
5060938921,5060938375,0,256877974,West Chestnut Street,residential,False,5.631,,,,"LINESTRING (-97.1434872 33.2114975, -97.1435462 33.2115088)"
5060938931,7569636597,0,521609570,West Mulberry Street,residential,False,19.761,,,,"LINESTRING (-97.1420198 33.2135547, -97.1418074 33.2135568)"
5060938931,7202637860,0,521609570,West Mulberry Street,residential,False,52.674,,,,"LINESTRING (-97.1420198 33.2135547, -97.142586 33.2135561)"
5060938937,5060938375,0,256877974,West Chestnut Street,residential,False,8.267,,,,"LINESTRING (-97.1436347 33.2115155, -97.1435462 33.2115088)"
5060938937,2657814580,0,256877974,West Chestnut Street,residential,False,21.537,,,,"LINESTRING (-97.1436347 33.2115155, -97.1438661 33.2115212)"
5060938940,8863362455,0,9973983,Bernard Street,tertiary,False,6.994,,,,"LINESTRING (-97.14144 33.21259, -97.1414406 33.2125271)"
5060938940,8863362488,0,9973983,Bernard Street,tertiary,False,8.607,,,,"LINESTRING (-97.14144 33.21259, -97.1414392 33.2126674)"
5060938940,8863362487,0,942213967,West Sycamore Street,unclassified,False,7.164,,,,"LINESTRING (-97.14144 33.21259, -97.141517 33.2125907)"
5060938940,7569599472,0,942213967,West Sycamore Street,unclassified,False,163.642,,,,"LINESTRING (-97.14144 33.21259, -97.1396811 33.2125736)"
5060938941,2973895933,0,9973983,Bernard Street,tertiary,False,7.962,,,,"LINESTRING (-97.1414339 33.2131774, -97.1414346 33.2131058)"
5060938941,8863362443,0,9973983,Bernard Street,tertiary,False,36.262,,,,"LINESTRING (-97.1414339 33.2131774, -97.1414306 33.2135035)"
5060938957,5060938387,0,521609570,West Mulberry Street,residential,False,19.263,,,,"LINESTRING (-97.1435 33.21363, -97.1432959 33.2136008)"
5060938957,7087336491,0,521609570,West Mulberry Street,residential,False,7.222,,,,"LINESTRING (-97.1435 33.21363, -97.1435776 33.2136319)"
5060938963,5060938370,0,256877974,West Chestnut Street,residential,False,22.014,,,,"LINESTRING (-97.1433638 33.2114347, -97.1431723 33.2113184)"
5060938963,5060938408,0,256877974,West Chestnut Street,residential,False,6.992,,,,"LINESTRING (-97.1433638 33.2114347, -97.1434255 33.2114706)"
5060938966,5060938392,0,256877974,West Chestnut Street,residential,False,6.943,,,,"LINESTRING (-97.1430614 33.2112611, -97.1429883 33.2112485)"
5060938966,5060938417,0,256877974,West Chestnut Street,residential,False,8.252,,,,"LINESTRING (-97.1430614 33.2112611, -97.1431385 33.2112978)"
5060968107,9532532188,0,150153958,West Highland Street,residential,False,31.718,,,,"LINESTRING (-97.1419353 33.209295, -97.1415944 33.2092911)"
5060968107,3969104764,0,150153958,West Highland Street,residential,False,4.931,,,,"LINESTRING (-97.1419353 33.209295, -97.1419883 33.2092956)"
5060968117,5060969331,0,150153956,Maple Street,unclassified,True,14.728,,,,"LINESTRING (-97.1487173 33.2082517, -97.1488756 33.2082531)"
5060969331,5780593582,0,150153956,Maple Street,unclassified,True,45.116,,,,"LINESTRING (-97.1488756 33.2082531, -97.1493605 33.2082576)"
5060969333,9036693234,0,256877979,West Prairie Street,unclassified,False,10.365,,,,"LINESTRING (-97.14365 33.2104106, -97.1435386 33.210409)"
5060969333,6925216269,0,256877979,West Prairie Street,unclassified,False,54.562,,,,"LINESTRING (-97.14365 33.2104106, -97.1442364 33.2104186)"
5060969352,9532532187,0,9973983,Bernard Street,tertiary,False,8.063,,,,"LINESTRING (-97.1415 33.20929, -97.1415013 33.2092175)"
5060969352,9532532186,0,9973983,Bernard Street,tertiary,False,6.383,,,,"LINESTRING (-97.1415 33.20929, -97.1414989 33.2093474)"
5060969352,9532532189,0,150153958,West Highland Street,residential,False,5.788,,,,"LINESTRING (-97.1415 33.20929, -97.1414378 33.2092889)"
5060969352,9532532188,0,150153958,West Highland Street,residential,False,8.783,,,,"LINESTRING (-97.1415 33.20929, -97.1415944 33.2092911)"
5060969356,9532533135,0,9973983,Bernard Street,tertiary,False,10.153,,,,"LINESTRING (-97.14148 33.21038, -97.1414817 33.2102887)"
5060969356,2973950032,0,9973983,Bernard Street,tertiary,False,7.474,,,,"LINESTRING (-97.14148 33.21038, -97.1414784 33.2104472)"
5060969356,9532533136,0,256877979,West Prairie Street,unclassified,False,12.989,,,,"LINESTRING (-97.14148 33.21038, -97.1416196 33.210382)"
5060996619,8310883017,0,293940749,West Oak Street,secondary,True,10.856,2,,,"LINESTRING (-97.1455992 33.2156787, -97.1457159 33.2156787)"
5072227611,2665604737,0,9982426,West Sycamore Street,tertiary,False,4.485,,,,"LINESTRING (-97.1357195 33.2125368, -97.1357677 33.2125377)"
5072227611,8593818782,0,9982426,West Sycamore Street,tertiary,False,7.658,,,,"LINESTRING (-97.1357195 33.2125368, -97.1356372 33.2125354)"
5074758479,9513229510,0,365519032,Avenue C,tertiary,True,109.928,1,,,"LINESTRING (-97.1507868 33.2081849, -97.1507885 33.2071963)"
5074758501,81800573,0,9980856,Avenue C,tertiary,True,9.352,,,,"LINESTRING (-97.1506646 33.2081849, -97.150665 33.208269)"
5074760626,3695224166,0,150153956,Maple Street,unclassified,True,1.972,,,,"LINESTRING (-97.1500002 33.2082636, -97.1500214 33.2082638)"
5074760632,81800573,0,739641951,Maple Street,unclassified,True,5.005,,,,"LINESTRING (-97.1506112 33.2082686, -97.150665 33.208269)"
5074760679,5059238837,0,9980856,Avenue C,tertiary,True,40.993,,,,"LINESTRING (-97.1506784 33.2089168, -97.1506861 33.2092854)"
5075741083,81976290,0,966597112,Avenue A,unclassified,False,6.942,,,,"LINESTRING (-97.1462742 33.2085077, -97.1462766 33.2085701)"
5075741083,81976288,0,966597112,Avenue A,unclassified,False,4.52,,,,"LINESTRING (-97.1462742 33.2085077, -97.1462719 33.2084671)"
5075741096,81800567,0,739641952,Maple Street,unclassified,True,13.984,,,,"LINESTRING (-97.1473661 33.2082415, -97.1475164 33.2082429)"
5075741100,5075741892,0,9975998,Central Avenue,unclassified,False,6.072,,,,"LINESTRING (-97.1452617 33.2091457, -97.145263 33.2090911)"
5075741100,9532490888,0,9975998,Central Avenue,unclassified,False,9.029,,,,"LINESTRING (-97.1452617 33.2091457, -97.1452609 33.2092269)"
5075741101,5075741872,0,9975998,Central Avenue,unclassified,False,4.46,,,,"LINESTRING (-97.1452721 33.2084968, -97.1452732 33.2084567)"
5075741101,2996260115,0,9975998,Central Avenue,unclassified,False,39.376,,,,"LINESTRING (-97.1452721 33.2084968, -97.1452685 33.2088509)"
5075741825,2972415301,0,437822208,West Highland Street,unclassified,True,50.146,,,20 mph,"LINESTRING (-97.1494172 33.2093506, -97.1488782 33.2093492)"
5075741835,81870015,0,437822208,West Highland Street,unclassified,True,11.388,,,20 mph,"LINESTRING (-97.1463991 33.2093356, -97.1462767 33.2093349)"
5075741837,81870015,0,832381547,Avenue A,unclassified,False,11.376,,,20 mph,"LINESTRING (-97.1462777 33.2092326, -97.1462767 33.2093349)"
5075741837,81976291,0,832381547,Avenue A,unclassified,False,35.294,,,20 mph,"LINESTRING (-97.1462777 33.2092326, -97.146279 33.2089152)"
5075741850,81976286,0,966597112,Avenue A,unclassified,False,5.824,,,,"LINESTRING (-97.146237 33.2083375, -97.1462578 33.2083869)"
5075741850,81800565,0,966597112,Avenue A,unclassified,False,12.321,,,,"LINESTRING (-97.146237 33.2083375, -97.146187 33.2082349)"
5075741872,9532608571,0,9975998,Central Avenue,unclassified,False,15.928,,,,"LINESTRING (-97.1452732 33.2084567, -97.1452774 33.2083135)"
5075741872,5075741101,0,9975998,Central Avenue,unclassified,False,4.46,,,,"LINESTRING (-97.1452732 33.2084567, -97.1452721 33.2084968)"
5075741892,2996260115,0,9975998,Central Avenue,unclassified,False,26.714,,,,"LINESTRING (-97.145263 33.2090911, -97.1452685 33.2088509)"
5075741892,5075741100,0,9975998,Central Avenue,unclassified,False,6.072,,,,"LINESTRING (-97.145263 33.2090911, -97.1452617 33.2091457)"
5075741899,5734614919,0,437822208,West Highland Street,unclassified,True,75.304,,,20 mph,"LINESTRING (-97.1461671 33.2093333, -97.1453578 33.2093216)"
5075741921,81800571,0,150153956,Maple Street,unclassified,True,4.457,,,,"LINESTRING (-97.1484921 33.2082495, -97.14854 33.20825)"
5082149921,6044016147,0,739641945,West Oak Street,secondary,True,24.578,3,,,"LINESTRING (-97.1494924 33.21569, -97.1497566 33.21569)"
5082149922,81797221,0,152774059,West Oak Street,secondary,True,10.222,2,,,"LINESTRING (-97.1538702 33.2157265, -97.15398 33.21573)"
5082149923,8822904015,0,293940749,West Oak Street,secondary,True,4.54,2,,,"LINESTRING (-97.1462951 33.2156903, -97.1463439 33.2156896)"
5115466857,81976460,0,9980995,Chestnut Street,unclassified,False,7.806,,,,"LINESTRING (-97.1508346 33.2115695, -97.1507507 33.2115701)"
5115466857,2971799972,0,9980995,Chestnut Street,unclassified,False,112.291,,,,"LINESTRING (-97.1508346 33.2115695, -97.1520416 33.2115645)"
5115466897,81895631,0,739641955,South Welch Street,unclassified,False,8.109,,,30 mph,"LINESTRING (-97.1442903 33.2135642, -97.1442852 33.213637)"
5115466897,5213265711,0,739641955,South Welch Street,unclassified,False,97.138,,,30 mph,"LINESTRING (-97.1442903 33.2135642, -97.1443118 33.2126908)"
5115469343,2970522611,0,9980856,Avenue C,tertiary,True,9.741,,,,"LINESTRING (-97.150658 33.2114806, -97.1506568 33.2115682)"
5115469345,81976460,0,9980852,Avenue C,tertiary,True,12.094,,,,"LINESTRING (-97.1507552 33.2116788, -97.1507507 33.2115701)"
5115469362,9546840644,0,9980852,Avenue C,tertiary,True,95.266,,,,"LINESTRING (-97.1507563 33.2114834, -97.150767 33.2106267)"
5115469366,9547159268,0,9980856,Avenue C,tertiary,True,77.763,,,,"LINESTRING (-97.1506548 33.2116852, -97.1506461 33.2123845)"
5213265680,5060888365,0,603574574,Avenue A,residential,True,4.162,,,,"LINESTRING (-97.1464257 33.2146123, -97.1464339 33.2146491)"
5213265687,81797233,0,1030062787,West Oak Street,secondary,True,11.061,3,,,"LINESTRING (-97.1505171 33.2157012, -97.150636 33.2157013)"
5213265688,81943314,0,739641954,South Welch Street,unclassified,False,10.831,,,30 mph,"LINESTRING (-97.1443606 33.2114298, -97.1443601 33.2115272)"
5213265688,6021242034,0,739641954,South Welch Street,unclassified,False,47.717,,,30 mph,"LINESTRING (-97.1443606 33.2114298, -97.1443668 33.2110007)"
5213265695,1655564152,0,375216841,Jagoe Street,tertiary,False,2.091,4,,,"LINESTRING (-97.1506077 33.215775, -97.150611 33.2157564)"
5213265695,81835489,0,375216841,Jagoe Street,tertiary,False,4.114,4,,,"LINESTRING (-97.1506077 33.215775, -97.1506012 33.2158116)"
5213265696,2657172878,0,1047028708,Avenue C,tertiary,True,7.545,,,,"LINESTRING (-97.1507104 33.2147322, -97.1507135 33.2146644)"
5213265698,5213265680,0,603574574,Avenue A,residential,True,4.522,,,,"LINESTRING (-97.1464045 33.2145757, -97.1464257 33.2146123)"
5213265699,8822913117,0,9976832,Fry Street,residential,False,99.704,,,,"LINESTRING (-97.1464334 33.2147177, -97.146421 33.2156143)"
5213265699,5060888365,0,9976832,Fry Street,residential,False,7.628,,,,"LINESTRING (-97.1464334 33.2147177, -97.1464339 33.2146491)"
5213265701,1655564157,0,9969650,North Avenue C,tertiary,True,96.241,,,,"LINESTRING (-97.1506389 33.2147317, -97.1506111 33.2155969)"
5213265702,4789323846,0,62049255,North Texas Boulevard,tertiary,True,28.428,2,,,"LINESTRING (-97.1536306 33.2063961, -97.1533976 33.2062307)"
5213265704,5060888365,0,365519044,West Hickory Street,secondary,True,8.606,2,,,"LINESTRING (-97.1465264 33.2146499, -97.1464339 33.2146491)"
5213265707,2973807939,0,152774047,West Hickory Street,secondary,True,112.63,2,,,"LINESTRING (-97.1505201 33.2146637, -97.1493094 33.2146611)"
5213265709,6024806594,0,365519044,West Hickory Street,secondary,True,62.332,2,,,"LINESTRING (-97.1463306 33.2146472, -97.1456606 33.2146419)"
5213265710,81797228,0,152774059,West Oak Street,secondary,True,106.046,2,,,"LINESTRING (-97.1507201 33.2157019, -97.15186 33.21571)"
5213265711,5115466897,0,739641955,South Welch Street,unclassified,False,97.138,,,30 mph,"LINESTRING (-97.1443118 33.2126908, -97.1442903 33.2135642)"
5213265711,81989193,0,739641955,South Welch Street,unclassified,False,8.107,,,30 mph,"LINESTRING (-97.1443118 33.2126908, -97.1443127 33.2126179)"
5213265714,1630768299,0,1047028708,Avenue C,tertiary,True,4.176,,,,"LINESTRING (-97.1506644 33.2156343, -97.1506714 33.2155972)"
5213265715,81818248,0,365519034,Eagle Drive,tertiary,False,9.923,,,,"LINESTRING (-97.1535786 33.2065799, -97.153502 33.206642)"
5213265715,81818246,0,365519034,Eagle Drive,tertiary,False,8.775,,,,"LINESTRING (-97.1535786 33.2065799, -97.1536365 33.2065176)"
5213265717,81989193,0,739641955,South Welch Street,unclassified,False,111.121,,,30 mph,"LINESTRING (-97.1443586 33.2116193, -97.1443127 33.2126179)"
5213265717,81943314,0,739641955,South Welch Street,unclassified,False,10.242,,,30 mph,"LINESTRING (-97.1443586 33.2116193, -97.1443601 33.2115272)"
5213265719,2657172878,0,1047028707,West Hickory Street,secondary,True,8.727,3,,,"LINESTRING (-97.1508073 33.2146654, -97.1507135 33.2146644)"
5733427711,5825737075,0,9980865,Avenue D,unclassified,True,1.179,,,,"LINESTRING (-97.1529531 33.2083769, -97.1529533 33.2083875)"
5733427712,5733427711,0,9980865,Avenue D,unclassified,True,4.544,,,,"LINESTRING (-97.1529443 33.2083367, -97.1529531 33.2083769)"
5733427713,81800581,0,365519036,Maple Street,unclassified,True,4.473,,,,"LINESTRING (-97.1528804 33.2082832, -97.1529229 33.208302)"
5733427714,5733427713,0,365519036,Maple Street,unclassified,True,5.321,,,,"LINESTRING (-97.1528236 33.2082776, -97.1528804 33.2082832)"
5734614898,81800565,0,966597112,Avenue A,unclassified,False,7.254,,,,"LINESTRING (-97.1461468 33.208179, -97.146187 33.2082349)"
5734614898,81976284,0,966597112,Avenue A,unclassified,False,10.251,,,,"LINESTRING (-97.1461468 33.208179, -97.14609 33.2081)"
5734614918,5075741835,0,437822208,West Highland Street,unclassified,True,194.986,,,20 mph,"LINESTRING (-97.1484949 33.2093477, -97.1463991 33.2093356)"
5734614919,81870016,0,437822208,West Highland Street,unclassified,True,9.1,,,20 mph,"LINESTRING (-97.1453578 33.2093216, -97.14526 33.20932)"
5742790022,2973885382,0,9970018,South Avenue B,residential,False,5.66,,,,"LINESTRING (-97.1485409 33.2081897, -97.1485416 33.2081388)"
5742790022,81800571,0,9970018,South Avenue B,residential,False,6.706,,,,"LINESTRING (-97.1485409 33.2081897, -97.14854 33.20825)"
5744713360,81831470,0,60323910,North Texas Boulevard,tertiary,True,12.103,2,,,"LINESTRING (-97.1533286 33.2063315, -97.1534296 33.2064001)"
5780593582,5074760626,0,150153956,Maple Street,unclassified,True,59.518,,,,"LINESTRING (-97.1493605 33.2082576, -97.1500002 33.2082636)"
5791316782,2996261539,0,521609562,South Welch Street,unclassified,False,25.676,,,30 mph,"LINESTRING (-97.1443972 33.2072602, -97.1443944 33.2074911)"
5791316782,8597541968,0,521609562,South Welch Street,unclassified,False,25.854,,,30 mph,"LINESTRING (-97.1443972 33.2072602, -97.1444 33.2070277)"
5791316785,8597541968,0,521609562,South Welch Street,unclassified,False,4.281,,,30 mph,"LINESTRING (-97.1444005 33.2069892, -97.1444 33.2070277)"
5791316785,9021546371,0,521609562,South Welch Street,unclassified,False,19.827,,,30 mph,"LINESTRING (-97.1444005 33.2069892, -97.1444027 33.2068109)"
5791317356,81800556,0,9964156,Maple Street,residential,False,11.251,,,,"LINESTRING (-97.1442647 33.2082169, -97.1443856 33.2082191)"
5791317356,2996261537,0,9964156,Maple Street,residential,False,46.701,,,,"LINESTRING (-97.1442647 33.2082169, -97.1437628 33.2082099)"
5791317357,81800556,0,521609562,South Welch Street,unclassified,False,9.283,,,30 mph,"LINESTRING (-97.1443901 33.2081357, -97.1443856 33.2082191)"
5791317357,2996261539,0,521609562,South Welch Street,unclassified,False,71.677,,,30 mph,"LINESTRING (-97.1443901 33.2081357, -97.1443944 33.2074911)"
5791317415,9532540522,0,739641953,South Welch Street,unclassified,False,42.735,,,30 mph,"LINESTRING (-97.144378 33.2088379, -97.1443733 33.2092222)"
5791317415,8860768030,0,739641953,South Welch Street,unclassified,False,57.638,,,30 mph,"LINESTRING (-97.144378 33.2088379, -97.1443864 33.2083196)"
5797617837,81864608,0,9970017,South Avenue B,unclassified,False,5.422,,,,"LINESTRING (-97.1484437 33.2138095, -97.1484467 33.2137608)"
5797617837,3695224173,0,9970017,South Avenue B,unclassified,False,18.559,,,,"LINESTRING (-97.1484437 33.2138095, -97.1484418 33.2139764)"
5800161986,81864610,0,9970017,South Avenue B,unclassified,False,5.042,,,,"LINESTRING (-97.1484568 33.2137189, -97.1484896 33.2136828)"
5800161986,81864608,0,9970017,South Avenue B,unclassified,False,4.753,,,,"LINESTRING (-97.1484568 33.2137189, -97.1484467 33.2137608)"
5825737075,2971977404,0,9980865,Avenue D,unclassified,True,13.756,,,,"LINESTRING (-97.1529533 33.2083875, -97.1529553 33.2085112)"
5829416093,2991601591,0,9972808,West Mulberry Street,unclassified,False,3.693,,,,"LINESTRING (-97.1485603 33.2136724, -97.1486 33.2136722)"
5829416093,81895622,0,9972808,West Mulberry Street,unclassified,False,2.075,,,,"LINESTRING (-97.1485603 33.2136724, -97.148538 33.2136726)"
5969174217,81818295,0,521609571,Eagle Drive,tertiary,False,26.517,,,,"LINESTRING (-97.1391402 33.2065352, -97.1388552 33.2065329)"
5969174217,81818293,0,521609571,Eagle Drive,tertiary,False,43.711,,,,"LINESTRING (-97.1391402 33.2065352, -97.13961 33.206539)"
5970979173,7298702165,0,9973983,Bernard Street,tertiary,False,28.892,,,,"LINESTRING (-97.1415104 33.2087147, -97.1415151 33.2084549)"
5970979173,9532532187,0,9973983,Bernard Street,tertiary,False,55.915,,,,"LINESTRING (-97.1415104 33.2087147, -97.1415013 33.2092175)"
5970979175,81870028,0,150153958,West Highland Street,residential,False,15.207,,,,"LINESTRING (-97.1407542 33.2092767, -97.140591 33.209269)"
5970979175,9532532189,0,150153958,West Highland Street,residential,False,63.613,,,,"LINESTRING (-97.1407542 33.2092767, -97.1414378 33.2092889)"
5970979177,9540424008,0,9982160,IOOF Street,residential,False,48.771,,,,"LINESTRING (-97.1402235 33.2097274, -97.1402215 33.2092888)"
5970979177,5970979182,0,9982160,IOOF Street,residential,False,58.312,,,,"LINESTRING (-97.1402235 33.2097274, -97.1402197 33.2102518)"
5970979178,3969095040,0,9973983,Bernard Street,tertiary,False,11.898,,,,"LINESTRING (-97.1414946 33.2097461, -97.1414936 33.2096391)"
5970979178,5970979179,0,9973983,Bernard Street,tertiary,False,53.885,,,,"LINESTRING (-97.1414946 33.2097461, -97.1414827 33.2102306)"
5970979179,5970979178,0,9973983,Bernard Street,tertiary,False,53.885,,,,"LINESTRING (-97.1414827 33.2102306, -97.1414946 33.2097461)"
5970979179,9532533135,0,9973983,Bernard Street,tertiary,False,6.461,,,,"LINESTRING (-97.1414827 33.2102306, -97.1414817 33.2102887)"
5970979182,5970979177,0,9982160,IOOF Street,residential,False,58.312,,,,"LINESTRING (-97.1402197 33.2102518, -97.1402235 33.2097274)"
5970979182,5975980218,0,9982160,IOOF Street,residential,False,3.536,,,,"LINESTRING (-97.1402197 33.2102518, -97.14022 33.2102836)"
5970979183,5975980222,0,9982160,IOOF Street,residential,False,19.076,,,,"LINESTRING (-97.140205 33.2108505, -97.1402162 33.2106792)"
5970979183,5970979828,0,9982160,IOOF Street,residential,False,25.286,,,,"LINESTRING (-97.140205 33.2108505, -97.1402068 33.2110779)"
5970979788,5975980228,0,150153958,West Highland Street,residential,False,91.321,,,,"LINESTRING (-97.1385199 33.2091423, -97.1375384 33.2091318)"
5970979788,2665604815,0,150153958,West Highland Street,residential,False,28.109,,,,"LINESTRING (-97.1385199 33.2091423, -97.138822 33.2091384)"
5970979795,5970989870,0,632371011,Carroll Boulevard,secondary,True,58.026,3,,,"LINESTRING (-97.1373182 33.2101048, -97.1372993 33.2095832)"
5970979797,81804723,0,942213969,Carroll Boulevard,secondary,True,17.715,4,,,"LINESTRING (-97.137296 33.2117503, -97.1372987 33.211591)"
5970979800,2665604813,0,632371009,Carroll Boulevard,secondary,True,34.943,4,,,"LINESTRING (-97.1373078 33.2110322, -97.1373194 33.2107181)"
5970979816,5975980229,0,942213967,West Sycamore Street,unclassified,False,60.463,,,,"LINESTRING (-97.1384326 33.2125676, -97.1390825 33.2125724)"
5970979816,8863362421,0,942213967,West Sycamore Street,unclassified,False,98.914,,,,"LINESTRING (-97.1384326 33.2125676, -97.1373694 33.2125596)"
5970979820,5975980218,0,9982160,IOOF Street,residential,False,10.913,,,,"LINESTRING (-97.1402166 33.2103817, -97.14022 33.2102836)"
5970979820,81986947,0,9982160,IOOF Street,residential,False,31.28,,,,"LINESTRING (-97.1402166 33.2103817, -97.1402146 33.210663)"
5970979828,5970979183,0,9982160,IOOF Street,residential,False,25.286,,,,"LINESTRING (-97.1402068 33.2110779, -97.140205 33.2108505)"
5970979828,81986945,0,9982160,IOOF Street,residential,False,5.924,,,,"LINESTRING (-97.1402068 33.2110779, -97.140212 33.211131)"
5970989870,81804736,0,632371013,Carroll Boulevard,secondary,True,8.196,4,,,"LINESTRING (-97.1372993 33.2095832, -97.137289 33.20951)"
5975980218,5970979182,0,9982160,IOOF Street,residential,False,3.536,,,,"LINESTRING (-97.14022 33.2102836, -97.1402197 33.2102518)"
5975980218,5970979820,0,9982160,IOOF Street,residential,False,10.913,,,,"LINESTRING (-97.14022 33.2102836, -97.1402166 33.2103817)"
5975980222,81986947,0,9982160,IOOF Street,residential,False,1.807,,,,"LINESTRING (-97.1402162 33.2106792, -97.1402146 33.210663)"
5975980222,5970979183,0,9982160,IOOF Street,residential,False,19.076,,,,"LINESTRING (-97.1402162 33.2106792, -97.140205 33.2108505)"
5975980228,6148156939,0,150153958,West Highland Street,residential,False,21.39,,,,"LINESTRING (-97.1375384 33.2091318, -97.1373085 33.2091294)"
5975980228,5970979788,0,150153958,West Highland Street,residential,False,91.321,,,,"LINESTRING (-97.1375384 33.2091318, -97.1385199 33.2091423)"
5975980229,6456307879,0,942213967,West Sycamore Street,unclassified,False,35.427,,,,"LINESTRING (-97.1390825 33.2125724, -97.1394633 33.2125752)"
5975980229,5970979816,0,942213967,West Sycamore Street,unclassified,False,60.463,,,,"LINESTRING (-97.1390825 33.2125724, -97.1384326 33.2125676)"
6021242034,5213265688,0,739641954,South Welch Street,unclassified,False,47.717,,,30 mph,"LINESTRING (-97.1443668 33.2110007, -97.1443606 33.2114298)"
6021242034,3429343093,0,739641954,South Welch Street,unclassified,False,53.723,,,30 mph,"LINESTRING (-97.1443668 33.2110007, -97.1443745 33.2105176)"
6021271429,7830816048,0,656309441,West Oak Street,secondary,True,22.932,3,,20 mph,"LINESTRING (-97.136573 33.2156163, -97.1368195 33.2156177)"
6021271433,7830816083,0,521609569,West Hickory Street,secondary,True,13.304,3,,20 mph,"LINESTRING (-97.1356141 33.2145545, -97.1354711 33.2145528)"
6021271435,8593818783,0,521609568,West Mulberry Street,residential,False,14.094,,,,"LINESTRING (-97.135655 33.2135155, -97.1355035 33.2135154)"
6021271435,2665604738,0,521609568,West Mulberry Street,residential,False,2.223,,,,"LINESTRING (-97.135655 33.2135155, -97.1356789 33.2135155)"
6021271438,2665604798,0,521609568,West Mulberry Street,residential,False,12.373,,,,"LINESTRING (-97.136423 33.2135192, -97.13629 33.2135183)"
6021271438,2665604720,0,521609568,West Mulberry Street,residential,False,23.769,,,,"LINESTRING (-97.136423 33.2135192, -97.1366785 33.2135188)"
6021271441,7830816037,0,521609573,Carroll Boulevard,secondary,True,56.325,3,,,"LINESTRING (-97.1371257 33.2139975, -97.1371176 33.214504)"
6021271446,6021271433,0,521609569,West Hickory Street,secondary,True,13.053,3,,20 mph,"LINESTRING (-97.1357544 33.2145562, -97.1356141 33.2145545)"
6021271447,7588520690,0,521609568,West Mulberry Street,residential,False,37.826,,,,"LINESTRING (-97.1351606 33.2135149, -97.134754 33.2135138)"
6021271447,3703706660,0,521609568,West Mulberry Street,residential,False,11.35,,,,"LINESTRING (-97.1351606 33.2135149, -97.1352826 33.2135152)"
6024531270,6041354022,0,608839542,South Elm Street,primary,True,100.067,2,US 77;US 377,,"LINESTRING (-97.1337542 33.2101687, -97.1337779 33.209269)"
6024531273,8538334932,0,608839542,South Elm Street,primary,True,19.653,2,US 77;US 377,,"LINESTRING (-97.1337447 33.2105316, -97.1337493 33.2103549)"
6024531274,81901410,0,9973226,West Prairie Street,tertiary,False,90.4,,,,"LINESTRING (-97.1346496 33.2106983, -97.1356213 33.2106967)"
6024531274,6749104434,0,9973226,West Prairie Street,tertiary,False,17.566,,,,"LINESTRING (-97.1346496 33.2106983, -97.1344629 33.2107219)"
6024531276,6749104430,0,608839542,South Elm Street,primary,True,4.192,2,US 77;US 377,,"LINESTRING (-97.1337356 33.2110868, -97.133736 33.2110491)"
